employer,submit date,start date,case status,job title,base salary,salary to,city,state
populus group,2/5/2013,3/11/2013,certified,software application engineer,40,,westfield center,oh
populus group,3/14/2013,9/12/2013,certified,software application engineer,40,,reston,va
populus group,3/14/2013,4/12/2013,certified,software application engineer,40,,deerfield,il
populus group,4/1/2013,4/15/2013,certified,software application engineer,40,,scottsdale,az
populus group,4/3/2013,4/15/2013,certified,software application engineer,40,,madison,wi
populus group,5/24/2013,7/19/2013,certified,software application engineer,40,,marysville,oh
populus group,8/12/2013,8/26/2013,certified,software application engineer,40,,franklin,tn
populus group,8/14/2013,8/26/2013,certified,software application engineer,40,,chicago,il
populus group,4/2/2013,6/30/2013,certified,software application engineer,40.06,,dublin,oh
populus group,3/14/2014,4/15/2014,certified,software application engineer,40.87,,miami,fl
populus group,11/25/2014,12/8/2014,withdrawn,software application engineer,41,,hazelwood,mo
populus group llc,4/25/2014,5/12/2014,certified,software application engineer,41,,columbus,oh
populus group,3/26/2013,9/22/2013,certified,software application engineer,41.15,,sacramento,ca
populus group,5/10/2013,5/17/2013,certified,software application engineer,41.5,,atlanta,ga
kelly services inc,7/24/2013,7/31/2013,certified,software application engineer,41.54,,indianapolis,in
populus group,3/1/2013,3/11/2013,certified,software application engineer,41.87,,st. louis,mo
populus group,11/12/2014,12/2/2014,certified,software application engineer,42,,new york,ny
populus group,11/14/2013,12/2/2013,certified,software application engineer,42,,new york,ny
populus group,2/25/2014,8/25/2014,certified,software application engineer,42,,pasadena,ca
populus group llc,5/2/2014,5/28/2014,certified,software application engineer,42,,columbus,oh
populus group llc,5/14/2014,6/5/2014,certified,software application engineer,42,,pittsburgh,pa
populus group llc,5/22/2014,7/19/2014,certified,software application engineer,42,,marysville,oh
populus group,11/29/2012,12/17/2012,certified,software application engineer,42,,franklin,tn
populus group,5/17/2013,5/28/2013,certified,software application engineer,42,,columbus,oh
populus group,5/22/2013,6/5/2013,certified,software application engineer,42,,pittsburgh,pa
populus group,9/13/2013,10/1/2013,certified,software application engineer,42,,atlanta,ga
populus group,1/10/2013,1/21/2013,certified,software application engineer,43,,hanover,md
populus group,4/26/2013,5/8/2013,certified,software application engineer,43,,mill valley,ca
populus group,8/16/2013,9/3/2013,certified,software application engineer,43,,lansing,mi
populus group,9/18/2013,9/30/2013,certified,software application engineer,43.23,,hanover,md
populus group,11/13/2013,1/4/2014,certified,software application engineer,43.69,,st. louis,mo
populus group,10/18/2013,10/30/2013,certified,software application engineer,44,,seattle,wa
populus group llc,7/3/2014,8/26/2014,certified,software application engineer,44,,franklin,tn
populus group,8/21/2014,9/15/2014,certified,software application engineer,44,,harrisburg,pa
populus group,3/21/2013,9/18/2013,certified,software application engineer,44,,minneapolis,mn
populus group,12/3/2013,12/11/2013,withdrawn,software application engineer,44.23,,chicago,il
populus group,9/9/2014,10/4/2014,certified,software application engineer,44.34,,bloomington,il
populus group,9/18/2013,10/4/2013,certified,software application engineer,44.34,,bloomington,il
populus group,8/9/2013,9/1/2013,certified,software application engineer,44.5,,grand rapids,mi
populus group,8/12/2013,9/1/2013,certified,software application engineer,44.5,,wyoming,mi
populus group,10/13/2014,12/5/2014,certified,software application engineer,45,,harrisburg,pa
populus group,10/24/2014,11/17/2014,certified,software application engineer,45,,newport beach,ca
populus group,12/2/2014,12/29/2014,certified,software application engineer,45,,san francisco,ca
populus group,4/7/2014,4/28/2014,certified,software application engineer,45,,malvern,pa
populus group llc,6/25/2014,7/14/2014,certified,software application engineer,45,,charles town,wv
populus group,8/8/2014,8/25/2014,certified,software application engineer,45,,little rock,ar
populus group,9/9/2014,10/1/2014,certified,software application engineer,45,,sacramento,ca
populus group,9/10/2014,10/1/2014,certified,software application engineer,45,,columbus,oh
populus group,12/7/2012,1/2/2013,certified,software application engineer,45,,harrisburg,pa
populus group,1/17/2013,1/28/2013,certified,software application engineer,45,,gainesville,fl
populus group,2/18/2013,8/15/2013,certified,software application engineer,45,,boston,ma
populus group,3/29/2013,5/22/2013,certified,software application engineer,45,,columbus,oh
populus group,4/8/2013,4/22/2013,certified,software application engineer,45,,santa clara,ca
populus group,4/22/2013,5/6/2013,certified,software application engineer,45,,new york,ny
populus group,6/27/2013,7/15/2013,certified,software application engineer,45,,columbus,oh
populus group,7/23/2013,8/12/2013,certified,software application engineer,45,,ann arbor,mi
populus group,3/14/2013,4/1/2013,certified,software application engineer,45.25,,new york,ny
populus group,3/5/2014,9/2/2014,certified,software application engineer,46,,iowa city,ia
populus group,1/14/2013,1/28/2013,certified,software application engineer,46,,minneapolis,mn
populus group,3/14/2013,3/29/2013,certified,software application engineer,46.35,,washington,dc
populus group,11/14/2014,12/15/2014,certified,software application engineer,46.67,,san jose,ca
populus group,3/20/2014,4/7/2014,certified,software application engineer,46.75,,owings mills,md
populus group,12/8/2014,12/31/2014,certified,software application engineer,47,,columbus,oh
populus group,9/25/2013,10/2/2013,certified,software application engineer,47,,charlotte,nc
populus group,10/30/2013,11/4/2013,certified,software application engineer,47,,charlotte,nc
populus group,11/12/2013,12/31/2013,certified,software application engineer,47,,dublin,oh
populus group,12/16/2013,12/31/2013,certified,software application engineer,47,,columbus,oh
populus group,3/7/2014,9/4/2014,certified,software application engineer,47,,"beachwood,",oh
populus group llc,4/30/2014,5/8/2014,certified,software application engineer,47,,philadelphia,pa
populus group,9/4/2014,11/4/2014,certified,software application engineer,47,,charlotte,nc
populus group,9/12/2014,11/7/2014,certified,software application engineer,47,,charlotte,nc
populus group,12/6/2012,12/15/2012,certified,software application engineer,47,,bloomington,il
populus group,3/15/2013,3/25/2013,certified,software application engineer,47,,columbus,oh
populus group,12/17/2014,1/12/2015,certified,software application engineer,47.12,,detroit,mi
populus group,2/17/2014,4/8/2014,certified,software application engineer,47.5,,columbus,oh
populus group,12/2/2013,12/31/2013,certified,software application engineer,48,,franklin,tn
populus group,1/22/2014,3/19/2014,certified,software application engineer,48,,lansing,mi
populus group,8/25/2014,9/22/2014,certified,software application engineer,48,,columbus,oh
populus group,11/30/2012,12/10/2012,certified,software application engineer,48,,grand rapids,mi
populus group,2/7/2013,3/18/2013,certified,software application engineer,48,,lansing,mi
populus group,3/28/2013,4/8/2013,certified,software application engineer,48,,lincolnshire,il
populus group,4/25/2013,5/6/2013,certified,software application engineer,48,,lake buena vista,fl
populus group,8/7/2013,8/21/2013,certified,software application engineer,48,,louisville,ky
populus group,8/15/2013,8/21/2013,certified,software application engineer,48,,louisville,ky
populus group,8/16/2013,8/26/2013,certified,software application engineer,48,,orlando,fl
populus group,9/4/2013,9/23/2013,certified,software application engineer,48,,rolling meadows,il
populus group,9/26/2013,10/14/2013,certified,software application engineer,48.08,,farmington hills,mi
populus group,12/5/2013,12/11/2013,certified,software application engineer,48.08,,chicago,il
populus group llc,5/2/2014,10/14/2014,certified,software application engineer,48.08,,farmington hills,mi
populus group,2/13/2014,3/3/2014,certified,software application engineer,48.42,,mossville,il
populus group,5/3/2013,5/20/2013,certified,software application engineer,48.5,,lincolnshire,il
populus group llc,6/19/2014,6/27/2014,certified,software application engineer,48.77,,richfield,mn
populus group,10/25/2013,11/12/2013,certified,software application engineer,49,,radnor,pa
populus group,8/29/2014,10/17/2014,denied,software application engineer,49,,columbus,oh
populus group,9/5/2014,10/17/2014,certified,software application engineer,49,,columbus,oh
populus group,3/25/2013,4/8/2013,certified,software application engineer,49,,bohemia,ny
populus group,9/3/2013,9/16/2013,denied,software application engineer,49,,scottsdale,az
populus group,9/10/2013,9/16/2013,certified,software application engineer,49,,scottsdale,az
populus group,1/10/2013,2/28/2013,certified,software application engineer,49.27,,bloomington,il
populus group,10/16/2014,1/5/2015,certified,software application engineer,49.7,,st. louis,mo
populus group,12/15/2014,1/7/2015,certified,software application engineer,50,,seattle,wa
populus group,12/23/2014,1/5/2015,certified,software application engineer,50,,charlotte,nc
populus group,10/18/2013,10/28/2013,certified,software application engineer,50,,celebration,fl
populus group,1/15/2014,2/25/2014,certified,software application engineer,50,,philadelphia,pa
populus group,2/21/2014,3/24/2014,withdrawn,software application engineer,50,,sunnyvale,ca
populus group,3/11/2014,4/29/2014,certified,software application engineer,50,,boise,id
populus group,3/27/2014,4/17/2014,certified,software application engineer,50,,knoxville,tn
populus group,4/22/2014,5/17/2014,certified,software application engineer,50,,madison,wi
populus group llc,5/28/2014,6/16/2014,withdrawn,software application engineer,50,,charlotte,nc
populus group,7/8/2014,7/16/2014,certified,software application engineer,50,,los angeles,ca
populus group,8/5/2014,8/13/2014,certified,software application engineer,50,,chicago,il
populus group,8/6/2014,10/1/2014,certified,software application engineer,50,,dublin,oh
populus group,8/12/2014,8/20/2014,certified,software application engineer,50,,lake buena vista,fl
populus group,10/22/2012,11/12/2012,certified,software application engineer,50,,radnor,pa
populus group,2/4/2013,2/25/2013,certified,software application engineer,50,,philadelphia,pa
populus group,2/12/2013,2/25/2013,certified,software application engineer,50,,urbandale,ia
populus group,3/4/2013,3/18/2013,withdrawn,software application engineer,50,,danville,pa
populus group,3/5/2013,9/3/2013,certified,software application engineer,50,,danville,pa
populus group,3/19/2013,9/16/2013,certified,software application engineer,50,,rancho cordova,ca
populus group,4/10/2013,5/17/2013,certified,software application engineer,50,,madison,wi
populus group,4/11/2013,4/29/2013,certified,software application engineer,50,,boise,id
populus group,4/26/2013,5/20/2013,certified,software application engineer,50,,san francisco,ca
populus group,6/7/2013,6/24/2013,certified,software application engineer,50,,boise,id
populus group,8/6/2013,10/1/2013,certified,software application engineer,50,,dublin,oh
populus group,8/21/2013,10/1/2013,certified,software application engineer,50,,dublin,oh
populus group,9/18/2013,10/1/2013,certified,software application engineer,50,,columbus,oh
populus group,8/26/2014,9/17/2014,certified,software application engineer,50.23,,bloomington,il
populus group,4/9/2014,4/21/2014,certified,software application engineer,50.75,,lake buena vista,fl
populus group,10/18/2013,10/28/2013,certified,software application engineer,51,,malvern,pa
populus group,3/12/2014,5/13/2014,certified,software application engineer,51,,tulsa,ok
populus group,8/19/2014,9/10/2014,withdrawn,software application engineer,51,,des moines,ia
populus group,4/10/2013,5/14/2013,certified,software application engineer,51,,tulsa,ok
populus group,9/12/2013,10/1/2013,certified,software application engineer,51,,san antonio,tx
populus group,3/6/2014,5/5/2014,certified,software application engineer,51.5,,philadelphia,pa
populus group,1/29/2014,3/12/2014,certified,software application engineer,51.68,,bloomington,il
populus group,11/26/2014,12/15/2014,certified,software application engineer,52,,lake forest,il
populus group,12/23/2014,1/12/2015,certified,software application engineer,52,,seattle,wa
populus group,10/18/2013,10/24/2013,certified,software application engineer,52,,hanover,md
populus group,1/8/2014,1/15/2014,certified,software application engineer,52,,charlotte,nc
populus group,2/11/2014,3/5/2014,certified,software application engineer,52,,ewing,nj
populus group,2/24/2014,3/24/2014,certified,software application engineer,52,,sunnyvale,ca
populus group,8/12/2014,8/18/2014,certified,software application engineer,52.33,,castle rock,co
populus group,2/19/2014,3/31/2014,certified,software application engineer,52.88,,richfield,mn
populus group,2/18/2013,3/18/2013,certified,software application engineer,52.88,,richfield,mn
populus group,10/31/2014,11/10/2014,certified,software application engineer,53,,sunnyvale,ca
populus group,10/31/2014,11/17/2014,certified,software application engineer,53,,hopkins,mn
populus group,11/13/2014,12/15/2014,certified,software application engineer,53,,san fransisco,ca
populus group,10/22/2013,11/11/2013,certified,software application engineer,53,,basking ridge,nj
populus group,4/16/2014,5/19/2014,certified,software application engineer,53,,san francisco,ca
populus group llc,6/24/2014,10/1/2014,certified,software application engineer,53,,minneapolis,mn
populus group,1/7/2013,1/28/2013,withdrawn,software application engineer,53,,malvern,pa
populus group,6/17/2013,7/13/2013,certified,software application engineer,53,,bothell,wa
populus group,7/25/2013,8/5/2013,certified,software application engineer,53,,newark,de
populus group,9/11/2013,9/23/2013,certified,software application engineer,53,,rancho cordova,ca
populus group,9/17/2013,10/1/2013,certified,software application engineer,53,,alpharetta,ga
populus group,12/2/2014,12/30/2014,certified,software application engineer,54,,san diego,ca
populus group,1/7/2014,2/25/2014,certified,software application engineer,54,,urbandale,ia
populus group,1/28/2014,3/31/2014,certified,software application engineer,54,,richfield,mn
populus group llc,5/23/2014,9/30/2014,certified,software application engineer,54,,chicago,il
populus group,7/11/2014,9/23/2014,certified,software application engineer,54,,san antonio,tx
populus group,9/11/2013,9/23/2013,certified,software application engineer,54,,san antonio,tx
populus group,11/14/2014,12/1/2014,withdrawn,software application engineer,55,,mclean,va
populus group,11/14/2014,12/1/2014,certified,software application engineer,55,,mclean,va
populus group,11/20/2014,12/8/2014,certified,software application engineer,55,,rockville,md
populus group,12/8/2014,1/5/2015,certified,software application engineer,55,,des moines,ia
populus group,12/24/2014,1/6/2015,withdrawn,software application engineer,55,,san jose,ca
populus group,9/25/2013,10/7/2013,certified,software application engineer,55,,omaha,ne
populus group,10/24/2013,12/17/2013,certified,software application engineer,55,,seattle,wa
populus group,4/9/2014,8/5/2014,certified,software application engineer,55,,san antonio,tx
populus group llc,5/2/2014,5/12/2014,certified,software application engineer,55,,redmond,wa
populus group llc,6/13/2014,7/9/2014,withdrawn,software application engineer,55,,mason,oh
populus group llc,6/30/2014,7/10/2014,certified,software application engineer,55,,chicago,il
populus group,8/7/2014,9/6/2014,certified,software application engineer,55,,malvern,pa
populus group,11/26/2012,12/10/2012,certified,software application engineer,55,,seattle,wa
populus group,1/8/2013,2/4/2013,certified,software application engineer,55,,tulsa,ok
populus group,1/9/2013,1/28/2013,certified,software application engineer,55,,malvern,pa
populus group,2/15/2013,3/4/2013,certified,software application engineer,55,,san antonio,tx
populus group,3/11/2013,9/7/2013,certified,software application engineer,55,,papillion,ne
populus group,3/21/2013,4/23/2013,certified,software application engineer,55,,westfield center,oh
populus group,5/29/2013,6/18/2013,certified,software application engineer,55,,chicago,il
populus group,7/17/2013,8/5/2013,certified,software application engineer,55,,san antonio,tx
populus group,3/11/2014,6/18/2014,certified,software application engineer,56,,san antonio,tx
populus group,7/31/2014,8/25/2014,certified,software application engineer,56,,sterling,va
populus group,1/22/2013,2/11/2013,certified,software application engineer,56,,herndon,va
populus group,5/20/2013,6/19/2013,certified,software application engineer,56,,san antonio,tx
populus group,7/29/2013,8/19/2013,certified,software application engineer,56,,oaks,pa
populus group,12/18/2012,3/16/2013,certified,software application engineer,56.59,,boston,ma
populus group,12/10/2013,1/13/2014,certified,software application engineer,57,,columbus,oh
populus group,7/17/2014,8/17/2014,certified,software application engineer,57,,lincolnshire,il
populus group,8/11/2014,9/2/2014,certified,software application engineer,57.5,,rancho cordova,ca
populus group,12/15/2014,1/13/2015,certified,software application engineer,58,,columbus,oh
populus group,12/17/2014,1/13/2015,certified,software application engineer,58,,charlotte,nc
kelly services inc,9/30/2013,10/10/2013,certified,software application engineer,58,,houston,tx
populus group,1/22/2014,3/14/2014,certified,software application engineer,58,,redmond,wa
populus group,2/14/2013,2/25/2013,certified,software application engineer,58,,baltimore,md
populus group,12/9/2014,1/6/2015,certified,software application engineer,59,,san antonio,tx
populus group,2/12/2014,3/3/2014,certified,software application engineer,59,,omaha,ne
populus group,4/3/2014,7/28/2014,certified,software application engineer,59,,bethesda,md
populus group,4/10/2014,7/28/2014,withdrawn,software application engineer,59,,bethesda,md
populus group,4/10/2014,7/28/2014,certified,software application engineer,59,,bethesda,md
populus group,8/25/2014,9/29/2014,certified,software application engineer,59,,asheville,nc
populus group,6/18/2013,7/28/2013,certified,software application engineer,59,,bethesda,md
populus group,10/13/2014,11/3/2014,certified,software application engineer,60,,rensselaer,ny
populus group,10/21/2014,11/10/2014,certified,software application engineer,60,,framingham,ma
populus group,2/3/2014,4/3/2014,certified,software application engineer,60,,chicago,il
populus group,4/14/2014,5/19/2014,certified,software application engineer,60,,san jose,ca
populus group llc,5/27/2014,6/9/2014,certified,software application engineer,60,,baltimore,md
populus group,7/15/2014,7/29/2014,withdrawn,software application engineer,60,,princeton,nj
populus group,7/21/2014,8/11/2014,certified,software application engineer,60,,omaha,ne
populus group,8/18/2014,8/26/2014,certified,software application engineer,60,,omaha,ne
populus group,3/20/2013,4/3/2013,certified,software application engineer,60,,chicago,il
populus group,11/19/2014,1/5/2015,certified,software application engineer,62,,reston,va
populus group,1/21/2014,2/10/2014,certified,software application engineer,62.45,,owings mills,md
populus group,6/10/2013,7/26/2013,certified,software application engineer,63,,columbus,oh
populus group,12/8/2014,1/5/2015,certified,software application engineer,63.33,,charlotte,nc
populus group,8/8/2013,8/19/2013,certified,software application engineer,63.37,,san antonio,tx
populus group,9/18/2013,9/30/2013,withdrawn,software application engineer,63.5,,austin,tx
populus group,9/18/2013,9/30/2013,certified,software application engineer,63.5,,austin,tx
populus group,12/10/2014,12/18/2014,certified,software application engineer,64,,new york,ny
populus group,11/5/2013,11/25/2013,certified,software application engineer,64,,jersey city,nj
populus group,1/30/2013,2/11/2013,certified,software application engineer,64,,bloomington,il
populus group llc,4/25/2014,5/7/2014,certified,software application engineer,64.66,,washington,dc
populus group llc,6/30/2014,7/10/2014,certified,software application engineer,65,,new york,ny
populus group,8/21/2014,8/29/2014,certified,software application engineer,65,,jacksonville,fl
populus group,11/14/2012,12/15/2012,certified,software application engineer,65,,brooklyn,oh
populus group,5/3/2013,5/27/2013,certified,software application engineer,65,,new york,ny
populus group,7/2/2013,7/22/2013,certified,software application engineer,65,,new york,ny
populus group llc,5/6/2014,6/2/2014,certified,software application engineer,65.21,,los angeles,ca
populus group,11/20/2013,1/13/2014,certified,software application engineer,66,,jersey city,nj
populus group,11/26/2014,12/22/2014,certified,software application engineer,67,,jersey city,nj
populus group,5/16/2013,6/1/2013,certified,software application engineer,68,,carson,ca
populus group,6/19/2013,6/27/2013,certified,software application engineer,68,,atlanta,ga
populus group,9/25/2014,11/10/2014,certified,software application engineer,70,,fort wayne,in
populus group,11/7/2014,2/11/2015,certified,software application engineer,70,,new york,ny
populus group,3/5/2014,5/20/2014,certified,software application engineer,70,,new york,ny
populus group,3/27/2014,4/7/2014,certified,software application engineer,70,,new york,ny
populus group,9/16/2014,10/1/2014,certified,software application engineer,70,,charlotte,nc
populus group,5/1/2013,5/20/2013,certified,software application engineer,70,,new york,ny
populus group,8/7/2013,8/19/2013,certified,software application engineer,70,,marysville,oh
populus group,7/11/2014,10/21/2014,certified,software application engineer,72.08,,lexington,ky
populus group,6/26/2013,7/17/2013,certified,software application engineer,72.98,,palo alto,ca
populus group,6/28/2013,7/17/2013,certified,software application engineer,72.98,,palo alto,ca
populus group,7/10/2014,8/4/2014,certified,software application engineer,74,,mason,oh
populus group,10/30/2014,11/17/2014,certified,software application engineer,75,,folsom,ca
populus group,12/13/2013,1/2/2014,certified,software application engineer,75,,mossville,il
populus group,12/24/2013,1/2/2014,withdrawn,software application engineer,75,,e peoria,il
populus group,7/18/2014,8/7/2014,certified,software application engineer,75,,foster city,ca
populus group,3/8/2013,4/1/2013,certified,software application engineer,75,,honolulu,hi
populus group,11/12/2014,11/25/2014,certified,software application engineer,78,,washington,dc
populus group,9/9/2014,9/29/2014,certified,software application engineer,78,,charlotte,nc
populus group,9/25/2014,10/13/2014,certified,software application engineer,80,,new york,ny
populus group,11/4/2014,12/11/2014,certified,software application engineer,80,,new york,ny
populus group,9/24/2014,10/30/2014,certified,software application engineer,80,,fairfield,oh
populus group llc,5/16/2014,6/2/2014,certified,software application engineer,82.5,,new york,ny
populus group,3/5/2013,4/1/2013,certified,software application engineer,95,,omaha,ne
pactera technologies na inc,3/24/2014,9/1/2014,certified,software application engineer,60000,,schenectady,ny
radlink inc,3/9/2014,9/7/2014,certified,software application engineer,64000,75000,gardena,ca
drivenbi llc,2/23/2014,8/25/2014,certified,software application engineer,65000,,pasadena,ca
multivision inc,5/21/2014,5/22/2014,certified,software application engineer,65000,,"des moines,",ia
multivision inc,5/29/2014,11/27/2014,certified,software application engineer,65000,,"des moines,",ia
amtex systems inc,3/13/2013,4/9/2013,certified,software application engineer,65000,,lansing,mi
drivenbi llc,3/17/2013,9/16/2013,certified,software application engineer,65000,,pasadena,ca
column5 consulting llc,9/17/2013,9/30/2013,certified,software application engineer,68856,,glendale,ca
column5 consulting llc,9/3/2014,9/11/2014,certified,software application engineer,69139,,los alamitos,ca
multivision inc,10/29/2014,11/10/2014,certified,software application engineer,70000,,towson,md
jdm systems consultants inc,3/18/2013,9/11/2013,certified,software application engineer,70000,,detroit,mi
weemo inc,3/12/2014,9/11/2014,denied,software application engineer,75000,,san francisco,ca
weemo inc,3/20/2014,9/19/2014,certified,software application engineer,75000,,san francisco,ca
pactera technologies inc,6/23/2014,10/1/2014,certified,software application engineer,75000,,redmond,wa
pactera technologies inc,6/6/2013,10/1/2013,certified,software application engineer,75000,,redmond,wa
pactera technologies inc,7/30/2013,9/7/2013,certified,software application engineer,75004.8,,redmond,wa
huf north america automotive parts manufacturing,1/14/2014,2/3/2014,certified,software application engineer,77000,,farmington hills,mi
spar marketing force inc,6/21/2013,9/5/2013,certified,software application engineer,77637.22,,auburn hills,mi
leidos engineering llc,4/3/2014,10/1/2014,certified,software application engineer,78100,,new orleans,la
column5 consulting llc,7/18/2013,7/22/2013,certified,software application engineer,80746,,san jose,ca
kaysee llc,3/25/2013,9/23/2013,withdrawn,software application engineer,81000,,san francisco,ca
leidos engineering llc,4/10/2014,8/22/2014,certified,software application engineer,82847,,new orleans,la
automatic data processing inc,11/2/2012,11/26/2012,certified,software application engineer,85000,,seattle,wa
pactera technologies inc,7/10/2013,11/1/2013,certified,software application engineer,85000,,redmond,wa
saic energy environment & infrastructure llc,2/26/2013,3/4/2013,certified,software application engineer,85762,,the woodlands,tx
kaysee llc,3/25/2013,9/23/2013,certified,software application engineer,86000,,san francisco,ca
pactera technologies inc,11/8/2013,1/15/2014,certified,software application engineer,87360,,redmond,wa
pactera technologies inc,8/2/2013,10/24/2013,certified,software application engineer,88000,,redmond,wa
redmane technology llc,8/9/2013,11/21/2013,certified,software application engineer,89981,,chicago,il
quantenna communications inc,9/10/2014,9/18/2014,certified,software application engineer,90418,108534,fremont,ca
kaysee llc,8/27/2014,10/1/2014,certified,software application engineer,95000,,san francisco,ca
pactera technologies inc,6/13/2014,6/20/2014,certified,software application engineer,95680,,redmond,wa
pactera technologies inc,10/3/2014,11/30/2014,certified,software application engineer,96896.88,,redmond,wa
litepoint corporation a teradyne company,3/11/2014,9/10/2014,certified,software application engineer,100000,,sunnyvale,ca
dimension systems inc,3/21/2014,4/15/2014,certified,software application engineer,100000,,farmington hills,mi
pactera technologies inc,9/26/2014,10/1/2014,certified,software application engineer,101376,,redmond,wa
pactera technologies inc,8/12/2013,9/14/2013,certified,software application engineer,104000,,redmond,wa
workday inc,5/6/2014,9/13/2014,certified,software application engineer,105000,,pleasanton,ca
kelly services inc,7/30/2014,8/11/2014,certified,software application engineer,105000,,troy,mi
workday inc,4/3/2014,4/14/2014,certified,software application engineer,110000,,pleasanton,ca
pactera technologies inc,5/3/2013,9/26/2013,certified,software application engineer,115000,,redmond,wa
workday inc,11/13/2014,11/19/2014,certified,software application engineer,120000,,pleasanton,ca
omnivision technologies inc,10/21/2013,12/3/2013,certified,software application engineer,124000,,santa clara,ca
workday inc,9/17/2014,9/25/2014,certified,software application engineer,125000,,pleasanton,ca
kinetic networks inc a delaware corp,12/10/2012,12/15/2012,certified,software application engineer,131300,,castro valley,ca
kinetic networks inc a delaware corp,6/3/2013,9/23/2013,certified,software application engineer,131300,,castro valley,ca
workday inc,4/18/2014,5/1/2014,certified,software application engineer,160000,,san francisco,ca
workday inc,11/13/2014,11/19/2014,certified,software application engineer - financials,130000,,pleasanton,ca
workday inc,11/18/2014,11/25/2014,certified,software application engineer - financials,130000,,pleasanton,ca
bose corporation,3/13/2014,3/18/2014,certified,software application engineer 1,68462,,framingham,ma
cyberonics inc,3/13/2013,9/10/2013,certified,software application engineer ii,61000,69000,houston,tx
confiminds llc,3/11/2013,9/9/2013,certified,software application packager,60000,,irvine,ca
sriven systems inc,12/5/2013,12/5/2013,certified,software application packager,70000,,tampa,fl
sriven systems inc,12/31/2013,12/31/2013,certified,software application packager,70000,,tampa,fl
sriven systems inc,9/17/2014,9/17/2014,certified,software application packager,71000,,tampa,fl
medical science & computing llc,9/9/2014,9/30/2014,certified,software application programmer,95000,,beltsville,md
national indemnity company,10/31/2014,12/22/2014,certified,software application programmer ii,72000,,omaha,ne
national indemnity company,11/21/2014,12/22/2014,certified,software application programmer ii,72000,,omaha,ne
office nation inc,12/6/2012,1/2/2013,certified,software application programming manager,100000,110000,northfield,il
ixia,5/8/2014,6/2/2014,certified,software application protocol engineer ii,82430,98550,austin,tx
paradigm geophysical corporation,10/21/2013,11/4/2013,certified,software application support iii,96304,115000,houston,tx
simbiosys mobile solutions inc,3/15/2014,9/14/2014,certified,software application tester,52187,,san jose,ca
sysbiosys mobile solutions inc,3/14/2014,9/13/2014,withdrawn,software application tester,52187,,san jose,ca
agile information technology services inc,3/7/2013,8/30/2013,certified,software application tester,55000,,sayreville,nj
datalogics inc,3/20/2014,9/16/2014,certified,software application tester,67000,,chicago,il
thoughtfocus technologies,11/2/2012,11/5/2012,certified,software applications,75000,,wausau,wi
intellect business solutions llc,3/23/2014,9/16/2014,certified,software applications /data analyst,62000,90000,mountain view,ca
globalstar inc,3/13/2014,9/9/2014,certified,software applications analyst,80000,,covington,la
open text inc,5/15/2013,10/1/2013,certified,software applications analyst,103500,,glen allen,va
highdata software corporation,12/18/2012,3/1/2013,certified,software applications and database developer,81800,,salem,nh
bandyworks llc,5/7/2013,10/1/2013,certified,software applications consultant,82000,,petersburg,va
bandyworks llc,6/10/2013,10/1/2013,withdrawn,software applications consultant,82000,,chester,va
bandyworks llc,6/10/2013,6/10/2013,certified,software applications consultant,82000,,chester,va
bandyworks llc,6/10/2013,10/1/2013,certified,software applications consultant,82000,,chester,va
w&l international express inc,3/17/2014,9/11/2014,certified,software applications developer,31,,glendale heights,il
locbit inc,3/17/2014,9/10/2014,certified,software applications developer,31.93,,san diego,ca
vigna solutions inc,12/6/2013,12/16/2013,certified,software applications developer,37.3,,webster,ny
vigna solutions inc,12/6/2013,12/23/2013,certified,software applications developer,37.3,,rochester,ny
national control devices llc,3/10/2014,9/9/2014,certified,software applications developer,43160,,osceola,mo
texas a&m university,5/30/2014,6/19/2014,certified,software applications developer,43200,,college station,tx
texas a&m university,6/7/2013,9/4/2013,certified,software applications developer,44199.96,,college station,tx
partners information technology llc,10/21/2013,11/1/2013,denied,software applications developer,50009,,boulder,co
it elite inc,9/21/2014,9/29/2014,certified,software applications developer,50565,95139,eagan,mn
lee county electric cooperative inc,4/2/2012,10/1/2012,withdrawn,software applications developer,50975,,north fort myers,fl
national control devices llc,7/3/2014,10/1/2014,certified,software applications developer,53379,,osceola,mo
frontline call center llc,3/14/2014,9/13/2014,certified,software applications developer,55500,,tampa,fl
tata technologies inc,6/17/2013,9/1/2013,certified,software applications developer,55598,,auburn hills,mi
it elite inc,11/19/2013,12/1/2013,withdrawn,software applications developer,56555,104374,newark,nj
it elite inc,11/22/2013,12/1/2013,certified,software applications developer,56555,104374,newark,nj
it elite inc,11/19/2013,12/2/2013,denied,software applications developer,56555,104374,newark,nj
it elite inc,3/17/2014,9/16/2014,certified,software applications developer,56555,104374,newark,nj
it elite inc,3/17/2014,9/16/2014,certified,software applications developer,56555,104374,newark,nj
it elite inc,5/2/2014,6/2/2014,certified,software applications developer,56555,104374,newark,nj
it elite inc,11/19/2013,12/2/2013,withdrawn,software applications developer,56597,101317,new york,ny
it elite inc,7/9/2014,8/4/2014,certified,software applications developer,56680,109782,newark,nj
it elite inc,9/21/2014,9/29/2014,certified,software applications developer,56680,109782,newark,nj
it elite inc,3/19/2013,9/17/2013,certified,software applications developer,59987,78915,newark,nj
cpsg partners llc,12/26/2013,12/26/2013,certified,software applications developer,60000,,frankfort,ky
